ID,Steps
868,"after flipping, close the lid for 7 more minutes, which will make them nice and smoky."
868,"timings may vary here based on the heat of the bbq, so just keep checking them and remove them when they are cooked through."
868,cut your brioche buns in half and toast them on the barbie.
868,assemble time.
868,smother the bottom half of the bun in mayo.
868,"place the burger on top, spoon on some more mayo, add any leftover parsley leaves and then top with the bun."
868,"pick it up, take a bite and enjoy!"
869,preheat oven to 180c/356f.
869,"finely chop the courgettes, red onion and peppers into bite-size pieces."
869,break cauliflower up into little florets.
869,place on a baking tray.
869,pour in a tin of chickpeas with some of the starchy water.
869,"pour over a good glug of olive oil, add cayenne pepper, garam masala, a sprinkle of salt and pepper, and mix everything together."
869,place in oven for 30 minutes.
869,tzatziki time.
869,pour a pot of yogurt into a bowl.
869,"add a small bunch of finely chopped mint, the juice of one lemon, and one grated cucumber."
869,"grate in a clove of garlic, season well and mix it all together."
869,"after 30 minutes, remove the vegetables from the oven, mix them about, and then place back in the oven for 15 more minutes."
869,assemble time.
869,take a warm pitta.
869,"load it with your spiced vegetables, tzatziki, pomegranate seeds, some more vegetables, more tzatziki, more pomegranate seeds, and tuck in! enjoy!"
870,place pork loins in a bowl.
870,"add your soy sauce, honey and grated ginger."
870,season with pepper and mix together.
870,cover the bowl with cling film and leave in the fridge for 10 minutes to marinate.
870,salad time.
870,chops radishes into thin discs.
870,peel and chop carrots into small slices.
870,add both to a bowl.
870,"peel the skin off the cucumber, chop it in half length ways, take a teaspoon and scoop out the seeds."
870,this will make it less watery.
870,chop it into chunks and add to the salad bowl.
870,"add a handful of chopped coriander, white wine vinegar and a splash of olive oil."
870,season with salt and pepper and mix together.
870,cover bowl and place in the fridge.
870,back to the pork.
870,place pork loins in a hot frying pan.
870,pour marinade over the top.
870,cook on a medium - high heat for 4-5 minutes on each side.
870,"when the liquid evaporates, just keep adding water."
870,this will keep the loins moist.
870,"when they are cooked through, remove the loins from the heat."
870,put them in a bowl and let them chill for a couple of minutes.
870,pour a glass of water into the pan and remove all the sticky bits.
870,allow the water to reduce so you have some delicious pouring juices.
870,remove pan from heat.
870,place the pork on the board and chop into thin slices.
870,assemble time.
870,slice your baguette along one side and open it up length ways.
870,drizzle lots of sriracha mayo on the bottom half.
870,layer up your pork.
870,pour your meat juices all over the pork.
870,add your salad.
870,"on top of the salad, scatter any leftover coriander leaves, and drizzle over some more sriracha mayo."
870,"close the baguette, carve it up with a bread knife and tuck in! enjoy!"
871,preheat oven to 180c/356f.
871,grate sweet potatoes with a normal box grater.
871,add the grated potato into a bowl.
871,crack in 3 eggs.
871,"add a handful of chopped parsley, a handful of chopped spring onions and a tsp of crushed chillies."
871,"season with salt, pepper and olive oil."
871,mix everything together.
871,line a baking tray with baking paper.
871,"make 8 fishcake sized rostis, and line them up on the tray."
871,"they will be quite loose at this point, so dont worry."
871,just squeeze them into shape and put them in the oven.
871,they will firm up and crisp up.
871,"bake for 30 minutes, turning after 20 minutes."
871,guac time.
871,scoop the flesh out of the avocados.
871,mash it up in a bowl.
871,"add a handful of chopped chives, the juice of a lemon and season with salt, pepper and olive oil."
871,mix everything together and set aside.
871,egg time.
871,boil a pan of water.
871,carefully crack your egg into a glass.
871,"with a fork or a whisk, create a little whirlpool in the water."
871,"pour the egg into the water, not in the centre of the whirlpool, but on the edge."
871,"using your fork or whisk in the water, fold the white over the yolk and the egg should form a nice little ball."
871,cook for 3 minutes on a medium heat.
871,"to check if its done, just gently lift the egg with a spoon."
871,"if the white is still a bit wobbly, leave it for 10 more seconds."
871,"if its firm, remove from the heat."
871,assemble time.
871,spoon a good helping of guac on top of the rosti and then put your egg on top.
871,"sprinkle some more chives and crushed chillies over the top, and tuck in! enjoy!"
872,preheat oven to 180c/356f.
872,start with the tomato sauce.
872,chop the cloves of garlic.
872,fry in a pan with a glug of olive oil until soft.
872,pour in your tins of tomatoes.
872,"add a splash of water to the tins to get all the leftover tomato off the sides, and pour that in."
872,"pour in your balsamic vinegar, and let that simmer until it resembles a thick sauce."
872,"add a handful of chopped basil, season with salt and pepper, remove from the heat and set aside."
872,filling time.
872,wilt all your spinach in a pan.
872,"squeeze it so you get rid of any excess water, and then chop it up."
872,"put in a bowl, and add your ricotta, half your italian style hard cheese (grated), the zest of a lemon, some salt, pepper and olive oil."
872,mix everything together.
872,stuffing time.
872,spoon the filling into any bag with a corner.
872,"cut a little hole in the corner, and then squeeze the filling into the cannelloni tubes."
872,line the tubes up in a baking dish.
872,cover the stuffed tubes with tomato sauce.
872,top everything with slices of mozzarella.
872,grate the rest of the italian style hard cheese over the top.
872,place in an oven for 30 minutes or until the cheese is golden.
872,bish bash bosh.
872,done.
872,enjoy!
873,preheat oven to 180c/356f.
873,finely chop the peppers and onion.
873,place in a frying pan on a medium heat.
873,"once softened, add the smoked paprika."
873,allow to soften further for another 5 minutes.
873,wrap two corn on the cob in tin foil.
873,"place on a baking tray and place in oven for 20 minutes, turning half way through."
873,"when ready, remove from oven and slice off the sweetcorn and set aside in a bowl."
873,add your black beans to the pan.
873,"add salt, pepper and a handful of chopped coriander."
873,mash everything together and remove from heat.
873,salsa time.
873,scoop out the flesh of your avocados into a bowl.
873,"add the finely chopped tomatoes, a handful of coriander, the juice of a lime and season with salt, pepper and olive oil."
873,mash everything together and put in the fridge.
873,quesadilla time.
873,heat a frying pan.
873,drizzle in some olive oil.
873,place a white tortilla wrap on the pan.
873,scatter some cheddar over it.
873,spoon some black bean mix on top.
873,scatter over some sweetcorn.
873,"scatter more cheddar on top, and cover with another wrap."
873,"cook for 4 minutes, and then flip it."
873,"the wraps should be golden, and the cheese should be melted."
873,"when they are, remove from the heat and slice into quarters."
873,serve the quesadillas with the cold salsa! enjoy!
874,finely chop the cloves of garlic and chop chorizo into bite size bits.
874,place chorizo in frying pan and cook until crispy.
874,"add garlic, a teaspoon of chilli flakes and a handful of basil leaves."
874,"cook for 30 seconds, and then add your spinach."
874,"wilt the spinach down, and then pour in your tins of chopped tomatoes."
874,"fill the tins halfway with water, and pour that in."
874,turn down to a medium heat and allow to reduce and thicken.
874,"while the sauce is thickening, put your gnocchi into a bowl and cover with boiling water."
